Time,Type,Epoch,Step,Loss,Average_accuracy,R_Ankle,R_Knee,R_Hip,L_Hip,L_Knee,L_Ankle,Pelvis,Thorax,Upper_neck,Head_top,R_Wrist,R_Elbow,R_Shoulder,L_Shoulder,L_Elbow,L_Wrist
19:54:39_18.05.2019,train,[48/100],[5/6],0.00065663,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19:54:50_18.05.2019,valid,[48/100],[0/6],0.00067300,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
19:55:00_18.05.2019,train,[49/100],[0/6],0.00071004,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000
19:55:22_18.05.2019,train,[49/100],[1/6],0.00075484,0.0156,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
19:55:47_18.05.2019,train,[49/100],[2/6],0.00070965,0.0469,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000
19:56:10_18.05.2019,train,[49/100],[3/6],0.00068339,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
19:56:34_18.05.2019,train,[49/100],[4/6],0.00071020,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000
19:56:50_18.05.2019,train,[49/100],[5/6],0.00085353,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19:57:02_18.05.2019,valid,[49/100],[0/6],0.00065877,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
19:57:13_18.05.2019,train,[50/100],[0/6],0.00062463,0.0078,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19:57:38_18.05.2019,train,[50/100],[1/6],0.00072167,0.0391,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000
19:58:03_18.05.2019,train,[50/100],[2/6],0.00062332,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000
19:58:28_18.05.2019,train,[50/100],[3/6],0.00074313,0.0469,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000
19:58:52_18.05.2019,train,[50/100],[4/6],0.00078057,0.0156,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
19:59:09_18.05.2019,train,[50/100],[5/6],0.00087969,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
19:59:22_18.05.2019,valid,[50/100],[0/6],0.00065052,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000
19:59:33_18.05.2019,train,[51/100],[0/6],0.00067041,0.0312,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000
19:59:56_18.05.2019,train,[51/100],[1/6],0.00063560,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
20:00:19_18.05.2019,train,[51/100],[2/6],0.00075599,0.0156,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
20:00:41_18.05.2019,train,[51/100],[3/6],0.00073015,0.0312,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000
20:01:05_18.05.2019,train,[51/100],[4/6],0.00072337,0.0312,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125
20:01:22_18.05.2019,train,[51/100],[5/6],0.00084272,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
20:01:36_18.05.2019,valid,[51/100],[0/6],0.00064569,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:01:50_18.05.2019,train,[52/100],[0/6],0.00056988,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000
20:02:18_18.05.2019,train,[52/100],[1/6],0.00070067,0.0312,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125
20:02:47_18.05.2019,train,[52/100],[2/6],0.00067267,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
20:03:14_18.05.2019,train,[52/100],[3/6],0.00073806,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
20:03:39_18.05.2019,train,[52/100],[4/6],0.00083183,0.0391,0.125,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
20:03:58_18.05.2019,train,[52/100],[5/6],0.00084464,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
20:04:11_18.05.2019,valid,[52/100],[0/6],0.00064271,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
20:04:24_18.05.2019,train,[53/100],[0/6],0.00069589,0.0078,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:04:53_18.05.2019,train,[53/100],[1/6],0.00075731,0.0234,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:05:53_18.05.2019,train,[53/100],[0/6],0.00057553,0.0547,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.125,0.125,0.125,0.125,0.125,0.000
20:06:24_18.05.2019,train,[53/100],[1/6],0.00066968,0.0312,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125
20:07:59_18.05.2019,train,[53/100],[0/6],0.00067333,0.0312,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.000
20:09:12_18.05.2019,train,[53/100],[0/6],0.00076493,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000
20:09:38_18.05.2019,train,[53/100],[1/6],0.00078747,0.0625,0.125,0.250,0.125,0.125,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000
20:10:04_18.05.2019,train,[53/100],[2/6],0.00068361,0.0391,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000
20:10:32_18.05.2019,train,[53/100],[3/6],0.00064214,0.0703,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.250,0.125,0.250
20:10:56_18.05.2019,train,[53/100],[4/6],0.00066290,0.0234,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:11:11_18.05.2019,train,[53/100],[5/6],0.00051449,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:11:23_18.05.2019,valid,[53/100],[0/6],0.00064412,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:11:33_18.05.2019,train,[54/100],[0/6],0.00075511,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.000
20:11:57_18.05.2019,train,[54/100],[1/6],0.00069105,0.0078,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:12:20_18.05.2019,train,[54/100],[2/6],0.00071193,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
20:12:42_18.05.2019,train,[54/100],[3/6],0.00065011,0.0391,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000
20:13:07_18.05.2019,train,[54/100],[4/6],0.00073196,0.0156,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:13:22_18.05.2019,train,[54/100],[5/6],0.00061022,0.0625,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:13:35_18.05.2019,valid,[54/100],[0/6],0.00064238,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:13:45_18.05.2019,train,[55/100],[0/6],0.00065531,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:14:09_18.05.2019,train,[55/100],[1/6],0.00077721,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.000
20:14:34_18.05.2019,train,[55/100],[2/6],0.00052390,0.0234,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
20:14:56_18.05.2019,train,[55/100],[3/6],0.00072276,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125
20:15:19_18.05.2019,train,[55/100],[4/6],0.00074970,0.0625,0.250,0.375,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
20:15:35_18.05.2019,train,[55/100],[5/6],0.00071183,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:15:47_18.05.2019,valid,[55/100],[0/6],0.00064322,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:15:58_18.05.2019,train,[56/100],[0/6],0.00068521,0.0312,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000
20:16:22_18.05.2019,train,[56/100],[1/6],0.00065956,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000
20:16:50_18.05.2019,train,[56/100],[2/6],0.00070399,0.0391,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.125
20:17:15_18.05.2019,train,[56/100],[3/6],0.00077982,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000
20:17:39_18.05.2019,train,[56/100],[4/6],0.00054619,0.0391,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125
20:17:57_18.05.2019,train,[56/100],[5/6],0.00086413,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000
20:18:09_18.05.2019,valid,[56/100],[0/6],0.00063379,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
20:18:23_18.05.2019,train,[57/100],[0/6],0.00066020,0.0391,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000
20:18:52_18.05.2019,train,[57/100],[1/6],0.00063541,0.0391,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125
20:19:19_18.05.2019,train,[57/100],[2/6],0.00079688,0.0469,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000
20:19:45_18.05.2019,train,[57/100],[3/6],0.00064657,0.0469,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.125
20:20:10_18.05.2019,train,[57/100],[4/6],0.00064460,0.0234,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000
20:20:28_18.05.2019,train,[57/100],[5/6],0.00080033,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:20:41_18.05.2019,valid,[57/100],[0/6],0.00062752,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:20:51_18.05.2019,train,[58/100],[0/6],0.00076750,0.0312,0.000,0.250,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
20:21:18_18.05.2019,train,[58/100],[1/6],0.00064211,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125
20:21:44_18.05.2019,train,[58/100],[2/6],0.00060395,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000
20:22:09_18.05.2019,train,[58/100],[3/6],0.00069578,0.0156,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:22:34_18.05.2019,train,[58/100],[4/6],0.00067412,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000
20:22:51_18.05.2019,train,[58/100],[5/6],0.00083409,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:23:03_18.05.2019,valid,[58/100],[0/6],0.00062574,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:23:13_18.05.2019,train,[59/100],[0/6],0.00061513,0.0625,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.250,0.250
20:23:37_18.05.2019,train,[59/100],[1/6],0.00072435,0.0312,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000
20:24:02_18.05.2019,train,[59/100],[2/6],0.00072177,0.0312,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000
20:24:25_18.05.2019,train,[59/100],[3/6],0.00071744,0.0859,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.000,0.125,0.125,0.125,0.125,0.250
20:24:48_18.05.2019,train,[59/100],[4/6],0.00064729,0.0312,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
20:25:04_18.05.2019,train,[59/100],[5/6],0.00078857,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:25:16_18.05.2019,valid,[59/100],[0/6],0.00062704,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:25:27_18.05.2019,train,[60/100],[0/6],0.00066072,0.0312,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:25:50_18.05.2019,train,[60/100],[1/6],0.00066153,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:26:13_18.05.2019,train,[60/100],[2/6],0.00065998,0.0156,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:26:38_18.05.2019,train,[60/100],[3/6],0.00068499,0.0078,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:27:01_18.05.2019,train,[60/100],[4/6],0.00070248,0.0156,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:27:17_18.05.2019,train,[60/100],[5/6],0.00086958,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:27:29_18.05.2019,valid,[60/100],[0/6],0.00062435,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:27:39_18.05.2019,train,[61/100],[0/6],0.00070556,0.0391,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000
20:28:03_18.05.2019,train,[61/100],[1/6],0.00074666,0.0625,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.250,0.125,0.125,0.000,0.000,0.000,0.125
20:28:26_18.05.2019,train,[61/100],[2/6],0.00066918,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125
20:28:50_18.05.2019,train,[61/100],[3/6],0.00066288,0.0703,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.125,0.125,0.125,0.125
20:29:15_18.05.2019,train,[61/100],[4/6],0.00065034,0.0469,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.000,0.000
20:29:32_18.05.2019,train,[61/100],[5/6],0.00043578,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:29:44_18.05.2019,valid,[61/100],[0/6],0.00062036,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:29:55_18.05.2019,train,[62/100],[0/6],0.00067138,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
20:30:19_18.05.2019,train,[62/100],[1/6],0.00062261,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
20:30:43_18.05.2019,train,[62/100],[2/6],0.00065005,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
20:31:05_18.05.2019,train,[62/100],[3/6],0.00062474,0.0469,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.125
20:31:28_18.05.2019,train,[62/100],[4/6],0.00074306,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
20:31:42_18.05.2019,train,[62/100],[5/6],0.00068719,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
20:31:55_18.05.2019,valid,[62/100],[0/6],0.00060884,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:32:05_18.05.2019,train,[63/100],[0/6],0.00066229,0.0234,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
20:32:28_18.05.2019,train,[63/100],[1/6],0.00074086,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000
20:32:52_18.05.2019,train,[63/100],[2/6],0.00072516,0.0234,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:33:14_18.05.2019,train,[63/100],[3/6],0.00072659,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
20:33:39_18.05.2019,train,[63/100],[4/6],0.00059168,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000
20:33:54_18.05.2019,train,[63/100],[5/6],0.00046925,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000
20:34:06_18.05.2019,valid,[63/100],[0/6],0.00060964,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:34:16_18.05.2019,train,[64/100],[0/6],0.00061897,0.0234,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
20:34:40_18.05.2019,train,[64/100],[1/6],0.00064245,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000
20:35:05_18.05.2019,train,[64/100],[2/6],0.00068411,0.0391,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.125
20:35:29_18.05.2019,train,[64/100],[3/6],0.00065280,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125
20:35:52_18.05.2019,train,[64/100],[4/6],0.00068270,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000
20:36:08_18.05.2019,train,[64/100],[5/6],0.00080479,0.0625,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
20:36:20_18.05.2019,valid,[64/100],[0/6],0.00060438,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:36:31_18.05.2019,train,[65/100],[0/6],0.00061194,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.250,0.125,0.000,0.000
20:36:55_18.05.2019,train,[65/100],[1/6],0.00070791,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125
20:37:19_18.05.2019,train,[65/100],[2/6],0.00066901,0.0625,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.375,0.125,0.000,0.000,0.125,0.000
20:37:41_18.05.2019,train,[65/100],[3/6],0.00069918,0.0781,0.125,0.000,0.375,0.000,0.125,0.125,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000
20:38:05_18.05.2019,train,[65/100],[4/6],0.00061013,0.0391,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.125,0.000
20:38:20_18.05.2019,train,[65/100],[5/6],0.00075602,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
20:38:33_18.05.2019,valid,[65/100],[0/6],0.00060386,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:38:43_18.05.2019,train,[66/100],[0/6],0.00063764,0.0547,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.000
20:39:07_18.05.2019,train,[66/100],[1/6],0.00072178,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125
20:39:31_18.05.2019,train,[66/100],[2/6],0.00077611,0.0391,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000
20:39:55_18.05.2019,train,[66/100],[3/6],0.00058748,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:40:19_18.05.2019,train,[66/100],[4/6],0.00055955,0.0156,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:40:33_18.05.2019,train,[66/100],[5/6],0.00067104,0.0625,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:40:46_18.05.2019,valid,[66/100],[0/6],0.00060173,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:40:56_18.05.2019,train,[67/100],[0/6],0.00076880,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.250
20:41:19_18.05.2019,train,[67/100],[1/6],0.00055870,0.0547,0.125,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125
20:41:43_18.05.2019,train,[67/100],[2/6],0.00068398,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000
20:42:08_18.05.2019,train,[67/100],[3/6],0.00064064,0.0156,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:42:30_18.05.2019,train,[67/100],[4/6],0.00066764,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
